Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Sample Station 18,123 Sample Street,Directions hidden for privacy,Oxnard,CA,00000,0000,555-0100,E,,Public,24 hours daily; guest use only; 2 hour limit,,,,,,1.0,,,Non-Networked,,GPS,34.22908505706482,-119.17065924389267,2025-06-06,7195,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,1998-05-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 19,123 Sample Street,Directions hidden for privacy,Palm Springs,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot; priority given to registered guests,,,,,,2.0,,,Non-Networked,,GPS,33.824334517551726,-116.54435215722152,2025-06-06,7196,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-12-12,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 20,123 Sample Street,Directions hidden for privacy,Riverside,CA,00000,0000,555-0100,E,,Public,8am-4:30pm M-F,,,,,,4.0,,,Non-Networked,,GPS,34.018229664745235,-117.37995148435513,2025-06-06,7206,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,1998-05-30,,,,,J1772 TESLA,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 21,123 Sample Street,Directions hidden for privacy,Sacramento,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,,,,,,4.0,,,Non-Networked,,GPS,38.69013745482871,-121.58884473487406,2025-06-06,7212,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,1998-06-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,AIRPORT,,,,,,,$12 parking fee,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 22,123 Sample Street,Directions hidden for privacy,Santa Monica,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,34.01645577200583,-118.44781316089176,2026-06-12,7229,2026-06-12 17:15:57 UTC,LG,999,Confidential Government Agency,1998-06-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,AIRPORT,,,,,,,Free,,,,,,,,,SOLAR,False,,,,,,,,LD,False,
ELEC,Sample Station 23,123 Sample Street,Directions hidden for privacy,Santa Monica,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,3.0,,,Non-Networked,,200-9,34.01063560335633,-118.49485401881755,2026-06-12,7230,2026-06-12 17:15:57 UTC,LG,999,Confidential Government Agency,2019-04-08,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,Free; pay lot,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 24,123 Sample Street,Directions hidden for privacy,Universal City,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot; for guest use only; see valet for access; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,10.0,,,Non-Networked,,200-8,34.137521857156734,-118.35836434691585,2026-06-12,7242,2026-06-12 17:15:57 UTC,P,999,Confidential Government Agency,1998-05-30,,,,,J1772 NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 25,123 Sample Street,Directions hidden for privacy,San Francisco,CA,00000,0000,555-0100,E,,Public,24 hours daily; for guest use only; see valet for access,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,,,,,1.0,,,Non-Networked,,GPS,37.80529403182437,-122.41462608792574,2026-02-13,7280,2026-02-13 16:34:38 UTC,P,999,Confidential Government Agency,1998-07-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,Free; parking fee,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 26,123 Sample Street,Directions hidden for privacy,Sacramento,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,4.0,,,Non-Networked,,200-8,38.59916008204268,-121.42697307873445,2025-06-06,7286,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2019-11-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 27,123 Sample Street,Directions hidden for privacy,San Francisco,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,37.78876256464343,-122.40000932686979,2025-05-12,21358,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2002-01-31,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,$10 per session,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 28,123 Sample Street,Directions hidden for privacy,San Francisco,CA,00000,0000,555-0100,E,,Public,24 hours daily; for guest use only; see valet for access,,,,,,1.0,,,Non-Networked,,200-8,37.790937069446265,-122.41039044949692,2026-06-12,21360,2026-06-12 17:15:57 UTC,P,999,Confidential Government Agency,2002-01-31,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,Parking fee,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 29,123 Sample Street,Directions hidden for privacy,Northridge,CA,00000,0000,555-0100,E,,Public,24 hours daily; parking permit required,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,4.0,,,CHARGIE,https://www.chargie.com,GPS,34.24922865820193,-118.52432388206263,2023-10-12,21395,2026-08-24 14:50:07 UTC,P,999,Confidential Government Agency,2022-03-18,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,$0.24 per kWh,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 30,123 Sample Street,Directions hidden for privacy,Northridge,CA,00000,0000,555-0100,E,,Public,24 hours daily; parking permit required,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,8.0,,,CHARGIE,https://www.chargie.com,GPS,34.241811956214676,-118.52827281501895,2023-10-12,21396,2026-08-24 14:48:47 UTC,P,999,Confidential Government Agency,2022-04-18,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,$0.24 per kWh,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 31,123 Sample Street,Directions hidden for privacy,Northridge,CA,00000,0000,555-0100,E,,Public,24 hours daily; parking permit required,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,8.0,,,CHARGIE,https://www.chargie.com,GPS,34.23638450645321,-118.53307990310465,2023-10-12,21397,2026-08-24 14:49:46 UTC,P,999,Confidential Government Agency,2022-03-18,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,$0.24 per kWh,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 32,123 Sample Street,Directions hidden for privacy,San Pedro,CA,00000,0000,555-0100,E,,Public,8am-5pm daily,,,,,,4.0,,,Non-Networked,,200-9,33.74159271563538,-118.28289732447409,2026-06-12,21402,2026-06-12 17:15:57 UTC,P,999,Confidential Government Agency,2013-03-26,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_LOT,,,,,,,Free; pay for parking,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 33,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Public,Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,12.0,15.0,,,Non-Networked,,200-9,34.077208352474145,-118.47505545071525,2025-05-12,21419,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2013-07-01,,,,,J1772 NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_GARAGE,,,,,,,Free; parking fee,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 34,123 Sample Street,Directions hidden for privacy,Arcadia,CA,00000,0000,555-0100,E,,Public,24 hours daily,Proprietor,,,,,3.0,,,POWERFLEX,https://www.powerflex.com,GPS,34.14480053941094,-118.05091323081207,2025-05-12,21450,2026-06-17 15:11:04 UTC,P,999,Confidential Government Agency,2014-06-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARK,,,,,,,$0.45 per kWh from 4pm-9pm; $0.30 per kWh all other times,,,,,,,,,,False,,,,,,,,LD,True,
ELEC,Sample Station 35,123 Sample Street,Directions hidden for privacy,Glendora,CA,00000,0000,555-0100,T,2025-11-22,TEMPORARILY UNAVAILABLE (Public),5am-2am daily,,,,,,3.0,,,Non-Networked,,GPS,34.13491037217152,-117.86489538058144,2025-06-06,21498,2026-02-02 23:16:24 UTC,LG,999,Confidential Government Agency,2002-04-30,,,,,J1772,US,Directions masquees,,,TEMPORAIREMENT SUSPENDU (Public),,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 36,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,200-9,34.02919630291025,-118.38567837259414,2023-06-12,21525,2026-08-25 16:15:28 UTC,P,999,Confidential Government Agency,2017-04-25,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_GARAGE,,,,,,,"$1.35 per hour for first two hours, $3 per hour thereafter",,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 37,123 Sample Street,Directions hidden for privacy,Santa Ana,CA,00000,0000,555-0100,E,,Public,Business hours,,,,,,8.0,,,Non-Networked,,GPS,33.776142324065866,-117.87016353923036,2026-08-11,21535,2026-08-11 19:06:23 UTC,P,999,Confidential Government Agency,2002-05-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 38,123 Sample Street,Directions hidden for privacy,Camarillo,CA,00000,0000,555-0100,E,,Public,24 hours daily; parking pass required or day pass available for purchase,,,,,,5.0,,,Non-Networked,,GPS,34.16755795510563,-119.04680342804743,2025-06-06,21559,2026-06-22 15:23:48 UTC,P,999,Confidential Government Agency,2002-05-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,Free; $6 for parking day pass for non-permit holders,,,,,,,,,,True,,,,,,,,MD,False,
ELEC,Sample Station 39,123 Sample Street,Directions hidden for privacy,Newbury Park,CA,00000,0000,555-0100,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,4.0,2.0,,,Non-Networked,,GPS,34.191413519598356,-118.93424044298088,2025-10-13,21565,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2002-05-15,,,,,J1772 NEMA515,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 40,123 Sample Street,Directions hidden for privacy,Ventura,CA,00000,0000,555-0100,E,,Public - Call ahead,8am-5pm daily,,,,,,1.0,,,Non-Networked,,200-8,34.41579618255051,-119.33893646418728,2026-07-15,21566,2026-07-15 18:43:06 UTC,P,999,Confidential Government Agency,2002-05-30,,,,,J1772,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,PARK,,,,,,,$15 parking fee,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 41,123 Sample Street,Directions hidden for privacy,Ventura,CA,00000,0000,555-0100,E,,Public,8am-5pm daily,,,,,,3.0,,,Non-Networked,,GPS,34.26765985962556,-119.21159910078369,2023-10-12,21606,2026-06-19 13:52:18 UTC,LG,999,Confidential Government Agency,2012-10-19,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 42,123 Sample Street,Directions hidden for privacy,Ventura,CA,00000,0000,555-0100,E,,Public - Limited hours,8am-5pm daily,,,,,,3.0,,,Non-Networked,,GPS,34.268081700950624,-119.2161573269399,2024-05-09,21607,2026-07-01 18:11:14 UTC,LG,999,Confidential Government Agency,2012-10-18,,,,,J1772,US,Directions masquees,,,Public - Heures limitées,,RESTRICTED,LIMITED_HOURS,GOV-999,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 43,123 Sample Street,Directions hidden for privacy,Ventura,CA,00000,0000,555-0100,T,2025-11-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,34.26804526288278,-119.2495085076029,2025-05-12,21608,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2002-05-30,,,,,J1772,US,Directions masquees,,,TEMPORAIREMENT SUSPENDU (Public),,RESTRICTED,,GOV-999,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 44,123 Sample Street,Directions hidden for privacy,Playa del Rey,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,19.0,1.0,,Non-Networked,,200-9,33.917635378734666,-118.42569514849482,2025-11-13,21609,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 45,123 Sample Street,Directions hidden for privacy,Baldwin Park,CA,00000,0000,555-0100,E,,Private - Government only,,Proprietor,,,,,3.0,,,POWERFLEX,https://www.powerflex.com,200-9,34.08838294254591,-117.95558029055857,2024-01-09,21612,2026-06-17 15:11:04 UTC,LG,999,Confidential Government Agency,2015-12-31,,,,,J1772,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 46,123 Sample Street,Directions hidden for privacy,South Gate,CA,00000,0000,555-0100,E,,Private - Government only,,Proprietor,,,,,1.0,,,POWERFLEX,https://www.powerflex.com,200-8,33.930344525621805,-118.17631861096756,2025-05-12,21618,2026-06-17 15:11:04 UTC,LG,999,Confidential Government Agency,2017-10-20,,,,,J1772,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,MUNI_GOV,,,,,,,$0.45 per kWh from 4pm-9pm; $0.30 per kWh all other times,,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 47,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,24 hours daily; parking pass required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,3.0,,,Non-Networked,,GPS,38.53917013316682,-121.73180324932001,2023-01-10,21673,2025-05-07 15:59:42 UTC,SG,999,Confidential Government Agency,2004-06-01,,,,,J1772 NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 48,123 Sample Street,Directions hidden for privacy,San Luis Obispo,CA,00000,0000,555-0100,E,,Private,For fleet vehicle use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,1.0,,,Non-Networked,,GPS,35.2590364106855,-120.64586206046448,2026-07-15,21713,2026-07-15 18:43:06 UTC,LG,999,Confidential Government Agency,2002-07-15,,,,,J1772 NEMA520,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,False,
ELEC,Sample Station 49,123 Sample Street,Directions hidden for privacy,Wilmington,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,18.0,,,Non-Networked,,200-8,33.772485909582,-118.26498327923917,2025-11-13,25171,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,2019-04-01,,,,,J1772,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,MD,False,
