fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,updated_at,owner_type_code,federal_agency_id,federal_agency_name,open_date,hydrogen_status_link,ng_vehicle_class,lpg_primary,e85_blender_pump,ev_connector_types,country,intersection_directions_french,access_days_time_french,bd_blends_french,groups_with_access_code_french,hydrogen_is_retail,access_code,access_detail_code,federal_agency_code,facility_type,cng_dispenser_num,cng_on_site_renewable_source,cng_total_compression_capacity,cng_storage_capacity,lng_on_site_renewable_source,e85_other_ethanol_blends,ev_pricing,ev_pricing_french,lpg_nozzle_types,hydrogen_pressures,hydrogen_standards,cng_fill_type_code,cng_psi,cng_vehicle_class,lng_vehicle_class,ev_on_site_renewable_source,restricted_access,rd_blends,rd_blends_french,rd_blended_with_biodiesel,rd_maximum_biodiesel_level,nps_unit_name,cng_station_sells_renewable_natural_gas,lng_station_sells_renewable_natural_gas,maximum_vehicle_class,ev_workplace_charging,funding_sources,ev_j1772_connector_count,ev_j1772_power_output_kw,ev_ccs_connector_count,ev_ccs_power_output_kw,ev_chademo_connector_count,ev_chademo_power_output_kw,ev_j3400_connector_count,ev_j3400_power_output_kw,ev_j3271_connector_count,ev_j3271_power_output_kw,snapshot_date
ELEC,Sample Station 12,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24806332614555,-118.38778769100249,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 13,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.2476382330785,-118.38769107730117,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 14,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24893246108007,-118.387145288342,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 15,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24768990397082,-118.38886955634456,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 16,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24735351207757,-118.3878317142651,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 17,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.248203961500224,-118.3888589776659,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 18,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24912050274043,-118.38738184359363,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 19,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24776741887122,-118.38886471452791,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 20,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24924792848652,-118.38708651021366,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 21,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24897053861403,-118.38717783351926,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 22,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.248662540720474,-118.38814966956153,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 23,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.249270714744576,-118.38761560295006,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 24,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24858195217509,-118.38727485514585,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 25,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24853344747808,-118.38821794316624,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 26,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24754627926482,-118.38706782307456,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 27,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24847055337849,-118.38791007628681,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 28,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24795941653398,-118.38864820933978,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 29,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24788971792103,-118.38707386482254,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 30,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24872787892647,-118.3871689204287,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 31,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24909178522101,-118.38767567430281,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 32,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24791544629962,-118.38844415547318,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 33,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24791041273391,-118.38793624735587,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 34,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24751723557046,-118.3885359236802,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 35,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24918075439546,-118.38815699687987,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 36,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24897344655423,-118.38702053107203,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 37,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24856293797693,-118.38837278925334,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 38,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24812189490408,-118.38895272226198,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
ELEC,Sample Station 39,123 Sample Street,Directions hidden for privacy,Sun Valley,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,57.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.24875078824745,-118.38841843662783,2025-11-13,1517,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,MD,True,,1,,0,,0,,0,,0,,2026-09-06
