fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,updated_at,owner_type_code,federal_agency_id,federal_agency_name,open_date,hydrogen_status_link,ng_vehicle_class,lpg_primary,e85_blender_pump,ev_connector_types,country,intersection_directions_french,access_days_time_french,bd_blends_french,groups_with_access_code_french,hydrogen_is_retail,access_code,access_detail_code,federal_agency_code,facility_type,cng_dispenser_num,cng_on_site_renewable_source,cng_total_compression_capacity,cng_storage_capacity,lng_on_site_renewable_source,e85_other_ethanol_blends,ev_pricing,ev_pricing_french,lpg_nozzle_types,hydrogen_pressures,hydrogen_standards,cng_fill_type_code,cng_psi,cng_vehicle_class,lng_vehicle_class,ev_on_site_renewable_source,restricted_access,rd_blends,rd_blends_french,rd_blended_with_biodiesel,rd_maximum_biodiesel_level,nps_unit_name,cng_station_sells_renewable_natural_gas,lng_station_sells_renewable_natural_gas,maximum_vehicle_class,ev_workplace_charging,funding_sources
ELEC,Sample Station 11,123 Sample Street,Directions hidden for privacy,Sepulveda,CA,00000,0000,555-0100,E,,Public - Call ahead,Dealership business hours; customer use only,,,,,,2.0,,,Non-Networked,,200-9,34.22069711821998,-118.46881586832035,2025-06-06,6405,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2012-12-11,,,,,J1772,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,CAR_DEALER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,MD,False,
ELEC,Sample Station 12,123 Sample Street,Directions hidden for privacy,Pasadena,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,CREDIT,,,,,26.0,,,Non-Networked,,200-8,34.14671988858856,-118.14760556362693,2025-06-06,6505,2026-05-11 13:12:34 UTC,LG,999,Confidential Government Agency,2014-01-20,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_GARAGE,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 13,123 Sample Street,Directions hidden for privacy,Pasadena,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,CREDIT,,,,,3.0,,,Non-Networked,,GPS,34.145887789875246,-118.15206495415224,2025-06-06,6506,2026-05-11 13:12:34 UTC,LG,999,Confidential Government Agency,1997-08-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_GARAGE,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 14,123 Sample Street,Directions hidden for privacy,Pasadena,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,CREDIT,,,,,3.0,,,Non-Networked,,GPS,34.14511917258859,-118.15005478458963,2025-06-06,6507,2026-05-11 13:12:34 UTC,LG,999,Confidential Government Agency,1997-08-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_GARAGE,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 15,123 Sample Street,Directions hidden for privacy,South Pasadena,CA,00000,0000,555-0100,T,2026-03-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,,1 LP Inductive,Non-Networked,,200-9,34.1174959653263,-118.1491032131364,2025-12-12,6509,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,1997-08-31,,,,,,US,Directions masquees,,,TEMPORAIREMENT SUSPENDU (Public),,RESTRICTED,,GOV-999,GROCERY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 16,123 Sample Street,Directions hidden for privacy,Long Beach,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot; guest use only; see valet for access,,,,,,1.0,,,Non-Networked,,GPS,33.76311134218216,-118.19160024874925,2025-06-06,7172,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2012-05-04,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 17,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,,,,,,20.0,,,Non-Networked,,GPS,33.942486747813554,-118.40238451504543,2024-08-15,7184,2026-05-07 19:25:10 UTC,LG,999,Confidential Government Agency,1998-06-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,AIRPORT,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 18,123 Sample Street,Directions hidden for privacy,Oxnard,CA,00000,0000,555-0100,E,,Public,24 hours daily; guest use only; 2 hour limit,,,,,,1.0,,,Non-Networked,,GPS,34.22905631040349,-119.17120241915875,2025-06-06,7195,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,1998-05-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 19,123 Sample Street,Directions hidden for privacy,Palm Springs,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot; priority given to registered guests,,,,,,2.0,,,Non-Networked,,GPS,33.823791657539836,-116.54446912844595,2025-06-06,7196,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2011-12-12,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 20,123 Sample Street,Directions hidden for privacy,Riverside,CA,00000,0000,555-0100,E,,Public,8am-4:30pm M-F,,,,,,4.0,,,Non-Networked,,GPS,34.01885614704357,-117.38040719703513,2025-06-06,7206,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,1998-05-30,,,,,J1772 TESLA,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,OFFICE_BLDG,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 21,123 Sample Street,Directions hidden for privacy,Sacramento,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot,,,,,,4.0,,,Non-Networked,,GPS,38.68931271629926,-121.58880984993245,2025-06-06,7212,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,1998-06-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,AIRPORT,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 22,123 Sample Street,Directions hidden for privacy,Santa Monica,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,34.01761462634926,-118.44676160687791,2026-06-12,7229,2026-06-12 17:15:57 UTC,LG,999,Confidential Government Agency,1998-06-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,AIRPORT,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,SOLAR,False,,,,,,,,LD,False,
ELEC,Sample Station 23,123 Sample Street,Directions hidden for privacy,Santa Monica,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,3.0,,,Non-Networked,,200-9,34.0104571843784,-118.49540456579294,2026-06-12,7230,2026-06-12 17:15:57 UTC,LG,999,Confidential Government Agency,2019-04-08,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 24,123 Sample Street,Directions hidden for privacy,Universal City,CA,00000,0000,555-0100,E,,Public,24 hours daily; pay lot; for guest use only; see valet for access; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,10.0,,,Non-Networked,,200-8,34.13663347042791,-118.3588990244335,2026-06-12,7242,2026-06-12 17:15:57 UTC,P,999,Confidential Government Agency,1998-05-30,,,,,J1772 NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 25,123 Sample Street,Directions hidden for privacy,San Francisco,CA,00000,0000,555-0100,E,,Public,24 hours daily; for guest use only; see valet for access,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,,,,,1.0,,,Non-Networked,,GPS,37.80560741413215,-122.41517140512565,2026-02-13,7280,2026-02-13 16:34:38 UTC,P,999,Confidential Government Agency,1998-07-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 26,123 Sample Street,Directions hidden for privacy,Sacramento,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,4.0,,,Non-Networked,,200-8,38.60055167767868,-121.42724562044438,2025-06-06,7286,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2019-11-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_MALL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 27,123 Sample Street,Directions hidden for privacy,San Francisco,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,37.78925630208624,-122.4005541410219,2025-05-12,21358,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2002-01-31,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 28,123 Sample Street,Directions hidden for privacy,San Francisco,CA,00000,0000,555-0100,E,,Public,24 hours daily; for guest use only; see valet for access,,,,,,1.0,,,Non-Networked,,200-8,37.79119903595799,-122.41220786775875,2026-06-12,21360,2026-06-12 17:15:57 UTC,P,999,Confidential Government Agency,2002-01-31,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,HOTEL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 29,123 Sample Street,Directions hidden for privacy,Northridge,CA,00000,0000,555-0100,E,,Public,24 hours daily; parking permit required,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,4.0,,,CHARGIE,https://www.chargie.com,GPS,34.24926192485286,-118.52451542011468,2023-10-12,21395,2026-08-24 14:50:07 UTC,P,999,Confidential Government Agency,2022-03-18,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 30,123 Sample Street,Directions hidden for privacy,Northridge,CA,00000,0000,555-0100,E,,Public,24 hours daily; parking permit required,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,8.0,,,CHARGIE,https://www.chargie.com,GPS,34.24198122178464,-118.52944684466918,2023-10-12,21396,2026-08-24 14:48:47 UTC,P,999,Confidential Government Agency,2022-04-18,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 31,123 Sample Street,Directions hidden for privacy,Northridge,CA,00000,0000,555-0100,E,,Public,24 hours daily; parking permit required,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,,,,,8.0,,,CHARGIE,https://www.chargie.com,GPS,34.23687112954862,-118.53319194873929,2023-10-12,21397,2026-08-24 14:49:46 UTC,P,999,Confidential Government Agency,2022-03-18,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Sample Station 32,123 Sample Street,Directions hidden for privacy,San Pedro,CA,00000,0000,555-0100,E,,Public,8am-5pm daily,,,,,,4.0,,,Non-Networked,,200-9,33.741467867088204,-118.28248526535592,2026-06-12,21402,2026-06-12 17:15:57 UTC,P,999,Confidential Government Agency,2013-03-26,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_LOT,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 33,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Public,Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,12.0,15.0,,,Non-Networked,,200-9,34.07849547345681,-118.47417153737433,2025-05-12,21419,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2013-07-01,,,,,J1772 NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_GARAGE,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 34,123 Sample Street,Directions hidden for privacy,Arcadia,CA,00000,0000,555-0100,E,,Public,24 hours daily,Proprietor,,,,,3.0,,,POWERFLEX,https://www.powerflex.com,GPS,34.14494076159717,-118.04970926589868,2025-05-12,21450,2026-06-17 15:11:04 UTC,P,999,Confidential Government Agency,2014-06-01,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARK,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,True,
ELEC,Sample Station 35,123 Sample Street,Directions hidden for privacy,Glendora,CA,00000,0000,555-0100,T,2025-11-22,TEMPORARILY UNAVAILABLE (Public),5am-2am daily,,,,,,3.0,,,Non-Networked,,GPS,34.13620718186154,-117.86309512122861,2025-06-06,21498,2026-02-02 23:16:24 UTC,LG,999,Confidential Government Agency,2002-04-30,,,,,J1772,US,Directions masquees,,,TEMPORAIREMENT SUSPENDU (Public),,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 36,123 Sample Street,Directions hidden for privacy,Los Angeles,CA,00000,0000,555-0100,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,200-9,34.030561137031306,-118.38459544803091,2023-06-12,21525,2026-08-25 16:15:28 UTC,P,999,Confidential Government Agency,2017-04-25,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,PARKING_GARAGE,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 37,123 Sample Street,Directions hidden for privacy,Santa Ana,CA,00000,0000,555-0100,E,,Public,Business hours,,,,,,8.0,,,Non-Networked,,GPS,33.77787084116581,-117.86971556221971,2026-08-11,21535,2026-08-11 19:06:23 UTC,P,999,Confidential Government Agency,2002-05-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_MALL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 38,123 Sample Street,Directions hidden for privacy,Camarillo,CA,00000,0000,555-0100,E,,Public,24 hours daily; parking pass required or day pass available for purchase,,,,,,5.0,,,Non-Networked,,GPS,34.16749070076382,-119.04667780625023,2025-06-06,21559,2026-06-22 15:23:48 UTC,P,999,Confidential Government Agency,2002-05-30,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,MD,False,
ELEC,Sample Station 39,123 Sample Street,Directions hidden for privacy,Newbury Park,CA,00000,0000,555-0100,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,4.0,2.0,,,Non-Networked,,GPS,34.19140925249185,-118.93568859838962,2025-10-13,21565,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2002-05-15,,,,,J1772 NEMA515,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,SHOPPING_CENTER,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 40,123 Sample Street,Directions hidden for privacy,Ventura,CA,00000,0000,555-0100,E,,Public - Call ahead,8am-5pm daily,,,,,,1.0,,,Non-Networked,,200-8,34.416080041798274,-119.33754491208202,2026-07-15,21566,2026-07-15 18:43:06 UTC,P,999,Confidential Government Agency,2002-05-30,,,,,J1772,US,Directions masquees,,,Public - Appeler à l'avance,,RESTRICTED,CALL,GOV-999,PARK,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 41,123 Sample Street,Directions hidden for privacy,Ventura,CA,00000,0000,555-0100,E,,Public,8am-5pm daily,,,,,,3.0,,,Non-Networked,,GPS,34.267326320607694,-119.21160037899952,2023-10-12,21606,2026-06-19 13:52:18 UTC,LG,999,Confidential Government Agency,2012-10-19,,,,,J1772,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 42,123 Sample Street,Directions hidden for privacy,Ventura,CA,00000,0000,555-0100,E,,Public - Limited hours,8am-5pm daily,,,,,,3.0,,,Non-Networked,,GPS,34.26948791453305,-119.2153304469884,2024-05-09,21607,2026-07-01 18:11:14 UTC,LG,999,Confidential Government Agency,2012-10-18,,,,,J1772,US,Directions masquees,,,Public - Heures limitées,,RESTRICTED,LIMITED_HOURS,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 43,123 Sample Street,Directions hidden for privacy,Ventura,CA,00000,0000,555-0100,T,2025-11-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,34.268924173289065,-119.24836521699117,2025-05-12,21608,2026-02-02 23:16:24 UTC,P,999,Confidential Government Agency,2002-05-30,,,,,J1772,US,Directions masquees,,,TEMPORAIREMENT SUSPENDU (Public),,RESTRICTED,,GOV-999,SHOPPING_MALL,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Sample Station 44,123 Sample Street,Directions hidden for privacy,Playa del Rey,CA,00000,0000,555-0100,E,,Private,For fleet use only,,,,,,19.0,1.0,,Non-Networked,,200-9,33.918478806782396,-118.42589024080539,2025-11-13,21609,2026-08-07 18:57:47 UTC,LG,999,Confidential Government Agency,1999-10-15,,,,,CHADEMO J1772 J1772COMBO,US,Directions masquees,,,Privé,,RESTRICTED,,GOV-999,UTILITY,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 45,123 Sample Street,Directions hidden for privacy,Baldwin Park,CA,00000,0000,555-0100,E,,Private - Government only,,Proprietor,,,,,3.0,,,POWERFLEX,https://www.powerflex.com,200-9,34.089717382779035,-117.95533972952538,2024-01-09,21612,2026-06-17 15:11:04 UTC,LG,999,Confidential Government Agency,2015-12-31,,,,,J1772,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,FLEET_GARAGE,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 46,123 Sample Street,Directions hidden for privacy,South Gate,CA,00000,0000,555-0100,E,,Private - Government only,,Proprietor,,,,,1.0,,,POWERFLEX,https://www.powerflex.com,200-8,33.930487527188006,-118.17540432457552,2025-05-12,21618,2026-06-17 15:11:04 UTC,LG,999,Confidential Government Agency,2017-10-20,,,,,J1772,US,Directions masquees,,,Privé - Réservé au gouvernement,,RESTRICTED,GOVERNMENT,GOV-999,MUNI_GOV,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,,,,,,,,,LD,True,
ELEC,Sample Station 47,123 Sample Street,Directions hidden for privacy,Davis,CA,00000,0000,555-0100,E,,Public,24 hours daily; parking pass required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,3.0,,,Non-Networked,,GPS,38.53999754517401,-121.73265808332332,2023-01-10,21673,2025-05-07 15:59:42 UTC,SG,999,Confidential Government Agency,2004-06-01,,,,,J1772 NEMA520,US,Directions masquees,,,Public,,RESTRICTED,,GOV-999,COLLEGE_CAMPUS,,,,,,,REDACTED_PRICING,PRIX_REDACTE,,,,,,,,,True,,,,,,,,LD,False,
